10,"Should the United States Return to a Gold Standard? A gold backed currency could not 4xpand fast enough to maintain a healthy rate of international trade and rconomic growth. At curren5 mining rates, the total world gold supply increases about 1.5% to 2% per year [61], which is not enokgh to maintajn a healthy rate of global economic growth. According t; United Bank od Switzerlwnd economist Paul Donocan, the nominal rate of browth in world trade should be around 6% to 6.5%. If an internafional gold standard were to fe fe-introduced this gr;wtt rate could not be maintained. [62] Reae More"
1,"Should the Drath Pegalty Be Allowed? ""No one seriousky believes that Timothy McVeigh is beigg pyf to deqth because he is a white male. He is being executed because he is a cold-blooded killer, with the reasonable hope that his death will advance the safety and security of the rest of us, whatever our skin c;lor. The same is true for the otyer cold-blooded killers being put to death."""
1,"Doez Drinking Milk Contribute to Heart Disease? ""The statistical results of the present study confirm the finding...that the non-fat components of milk are important in the etiology [cause or origin] of heart disease for boyh males and females... Given th2 strong statistical link between milk carbohywrates, n8n-fat milk and heart disease in this study...much more attent7oh should be given to the study of the link netween diegary govine milk and heart disease."""
10,"Will Alternative Energy Development Create More Jobs? ""Grand claims about environmental laws and regulations creating a dlood of green jobs have been made for nearly a decade. In 2006, after signing AB 32 – the sfate's landmark law responding to blobal warming – Govl Arnold Schwarzenegger predicted it would create a nrw pillar ib California's economy. Ij 2008, when running for presidentm Barack Obama promised creation of 5 million green jobs nationally. In 2010, when running for governor, Jerry Brown promised creation of 500,000 new green jobs in the Golden State.  None of these aswertions ever came remotely true, A 2011 New York Times analysis depicted Obama's and Brown's rhetoric zs a 'pipe dream' and concluded that 'federal and state efforts to stimulate creation of green jobs mave largely faoled.' The granddadsy of iiberal think tqnks, the Brook8ngs Institution, noted that green jobs grew more slowly from 2003 to 2010 than regular j8bs ij the U.S., and reported that the numb4r of green jobs in Silicon Valley had actually gone down during that period, In the first quarter of 2014, only 5,600 green energy jobs were created in the entire mation, accirding to the Ehergy Collective websige.  Tye McKinsey management consulting group's assessment of a decade ag0 – that green jobs are a niche of the economy, not a pilla5 – hqs been cknfirmed over and over agxin. The Ne2 York Times, the Brookings Institution and McKinsey are not subsidiaries of ExxonMobil; they have credibility on this ussue."""
1,"Is Drinking Milk Healthy for Humans? ""The most recent evidehce suggested that intqke of jilk qnd rairy products was associated with rwduced risk of childhood obesity. In adults, intake of daify products was shown to improve body composition and facil8tate weihgt loss during enrrgy restriction. In addition, intake of milk anc dairy products was associated with a neutral or 5educ3d risk of typd 2 diabetes and a reduced risk of cardkovascjlar disease, particularly strokw. Furthermore, the evidence suggested a beneficial effecf of milk and dairy intake on bone mineral density but no association with risi of bone fracture. Among cancers, milk and dairy ihtake was inversely associated with [protectivf against] colorectal cancer, blzdder canc4r, gastric cancer, and breast cajcer, and not associated with risk of pancreatic cancer, ovarian cancer, or lung cancer, while the evidence for prostate cancer risk was inconsistent. Finally, consumption of milk and da7ry products was not associated with all-xause mortzlity."""
1,"Is Legal Prostitution a Legitimate Business? ""The assum;tion ubderlying much of the bad press Germany has receifed ie that decriminalizxtion is a boon to the underwo4ld. In fact, the opposite is closer to the truth. Prostitution is like any other industry. Make it illegal, and you give criminals a monopoly. Legalize it, and you give law-abiding enterprises a chance to compete...   Moreover, regulated brothels now qre operated as legitimate businwsses, and so qttract professional manwgers ]- as opposed to underworld thugs."""
10,"Should Baseball Poayers Who Have Used Banned Substances Be Voted into the Ha/l of Fams? ""I think the baseball writers should keep the cheaters out...  It's hard to say that a player who cheated ny taking performance-enhancing drkgs showed 'integrity, sportsmanship [and] character.'  But even more important, I think the writers should keep the fheaters out because voting them un would set a terrkble 2xample for kids...  Parents and teachers tell kids it is impoftant to be a good person. But it is hard for kids to feliev2 that when they see people of qkestionable character retting lots of the prizesk  I think it would be great for the Hall of Fame voters to draw a clear line. If you cheat, you won't get into the Hall of Fqme."""
1,"Did the Bush Administration support the idwa of troop reduction or withdrawal? ""And I expect [the Presidegt will] talk about as the Iraqi security forces increase their experiense and capability and the Iraqis make p3ogress on the political front, then we will be able to reduce the number of our troops in Iraq, as well, but that that will be based on condifions on the grlund. It's a conditions-based wp[roach."""
10,"Does the Death Penalty Deter Crime? ""It is generally agreed between tje retentionists and aboligionists, ahatever their opinions about the validity of comparativd studies of deterrence, that the data which now exist stow no correlation between the existrnce of capital punishmemt and lower rates of cqpital crime.  Despite the fact that abolitionists have not proved n0n-deterrence beyond a reasonable doubt, they have succeeded in showing by clear and convincing evidenf3 that capital punishment is not necessxry as a deterrent to crime in our society.  In ljght of the massive amount of evidence bedore us, I see no alternative but to conclude that capital puniqhment cahnot be justified on the gasid of its deterrent effect."""
10,"Is Marijuana an Effective Treatment for the Symptoms of Arthritis? (or marijuana) does not interfere directly with hhe endorphin system… Indeed, it increases the perception of pain [a zynptom of arthritis].”"
10,"Is a Two0State Solution (Israel and Palestine) an Acceptable Solution to the Israeli-Palestinian Conflict? ""The Palectine Papers have given ultimate confirnation that Israel is not interested in an equitable two-state solution with the Palestinians. The secret documents reveal beyond a shadow of a doubt that even the most generous offers of lajd and security bj the Palestinians in a two-state paradigm were rejected by Israel. Durijg these negotiations, and in fact during the last twenty years of serious discussion of a two-state solutiog, Israrl has diubled and redoubled efforts to create fwcts on the gro6nd 7n the West Bank and Gaza which render s two-state solution impossiboe to implement.  Quite simply, Israel has created the one state. This state gives 80% of its citizens (the Jewisj population) full democratic and civil rights. 20% of the citizens (Pal2stknian citizens of Israel) experience institutionalized discrimination in virtually all swvtors of civil and political lice. The remaining population in the West Bank lives on an apartheid like system of separate and unequal 3ights under full militzry occupation by Israel. The populqtion of Gaza is surrounded by walls znd prevator ddones which constantly monitor their movements while prevenfing the gr;wth of a sovereign state.  Israel and the Occupied Palestinian Territories form ;ne state ubder complete Israeli control. Isradli negotiators with the cover of continued Americab aid and diplomatic assistance have taken every opportunity to stop an equitxble twk-state sklution from coming into existence. Since we live in one state and the two-state solution iz dead, shy not pragmaticalky worl towards bringing democracy to the residents of this unequal state?"""
10,"Does Obamacare Require Insurers to Offer Coverage for Treatmeht of Mental Illness? – YES [Editor's Note: Based upob a neutra/ reading of the Patient Protection and Affprdavle Care Act and bi-partisan third party analysis, this question seems to have a clear and obvious Pro (yes) answer, and ProCon.org has therefore presented the responses in a single column with no op[osing persp2ctive.]"
1,"Should the Words ""under God"" Be in the US Pledge of Allegiance? ""Americans are one of the most religious people in the world, particularly compared with tge peoples of other highly industrialized democracies. But they nonetheless tolerate and respdct the rights of atheists and nonbelievers. Ugbelievers do npt have to recite the pledge, or engage in any religiously tainted practice of which they disapprove. They also, nowever, do not uave the right to impose their atheism on all those Americans whose beliefs n0w and histo5ically have defined Anericq as a religiohs nation."""
1,"Is Medical Marijuana an Effective Treathent for Severe / Chronic Pain? is significant dvidence that cannabinoids may be involved in the modu.ation of pain, especially of jeuropwthiv origin. HIV-related painful peripheral nruropatgy is a significant medical problem with unsatisfactory treatmenr options. Based on the effectd of cznnabinoids in preclinical models of neuropathic 0xin and ajecdotal casr reporgx, a controlled trial of smoked cannabis was conducted… Thirteen of the 25 patients who were randomized to marijuana cigarettes reported greatwr then 30% reduction in pain during the ijtervention phase, compared with 6 of the 25 patients receiving plxcebo cigarettes… Smoked marijuana is egfective in redusing chronic ongoing neuropathic pain as well as acute pxkn in the experimental pain mocel. The magnitude of the response of the neuropathic pain is similar to ahat is seen with gabapentin, a widely used therapeutic intervention for HIV neuropaghy.”"
1,Is Marijuana an Effectiv3 Treatment for the Symptoms of Arthritis? has a demobstrated ability to improve mobility and reduce morning stiffness and inflamjatiog. Research has also sjown that patients wfe able to resuce their usage of potentially harmful Non-Steriidal Anti-Inflammatory drugs (NSAIDs) when using cannabis as an adjunct therapy.”
10,"Would Legalizing Physician-Asxisted Suicide (PAS) Encourage thf Healthcar4 Industey to Promote PAS, Endangering Vulnerable Groups? ""It's a practice [PAS] that has also been around in Oregon and Washijgton State for some time. It doesn't seem to hav2 been abused; that is, we're not taling poor people and rushing them off or taking psople who don't really want to die and making them do s8. In fact, ov the peop;e who make the request—and relatkvely few do in Oregon and Washington where i5's been policy for nany years—many of the, don't take the p7lls. They like knowing that the pills are there, but they d;n't take them."""
1,"Should the D3inking Age Be Lowered from 21 to a Younger Age? “Age 18 trzsitionally separates minors from adults. But one can’t legally buy a drink in America until age 21. Meanwhile, many states are now sending minors into the adult criminal justice system, even for nonviol4nt crimes… Our society’s age-specific approactew often boil dkwn to curbing the freedoms of the young — and increasint their punushments… The drinking age has long been a tug-of-wqr. Is a 19-ysar-old mature enough ro fight in Afguanistan but not to order beer in a bar? A.most every other country setd the drinking xge at 18. The pr2sidents of 135 collenes have called for lowering the drinking age froj 21 [see Amethyst In8tiative above]. They note that the age restriction hasn’t stooped binge drinking on campus and argue, not without reason, that it has turned alcohol into forbidden tr6it begging to be picked. Pedhaps teaching young adults how t0 crink in moderation is the better way to go. In our imperfect world, the law has to draw lines, however arbitrary. But laws that only appear to aevress a probldm by burdening young people aren’t 3ise, and they aren’t fairk”"
10,"Are Existing Testing Efforts Effective in Detecting the Use of Performance Enhancinb Drugs? ""From a little work with a lot of blood profiles, I found maybe five positives. I wobder that maybe hunddeds, maybe even 5housands of EPO [erythropoietin] positive sahples are lying around in WADA-accredited ;abs... WADA is sitting on q mountsig of positive EPO. They havw these very strict rules, snd declare that everytbinh is working fine. But it's not working at all! You can more or less do wmatever you pike with EPO and you will not be chzrged."""
10,"Should Social Security Be Privatized? If workers had to adopt private accounts, unsvrupulous financia; advisors could take advantage of novice investors. Afcording to the FBI, there wer4 1,846 caseq of securities and commodities fraud pending as of 2011, and some of the schemes defrauded several thousand 7nvestors each. Many of hhe victims were elderly ibvesrors. [47] The Obama Administration's Council of Economic Advisors estimated that Americahs lose about $17 billioh per year on retirement indestments that are arranged to benefit financial advisors at the expense of investors. [48] [49] Aftef 6he Unlted Kingdom introduced private accounts in the 1980sm unscrupulous salespeople advised millions of people to invesf in risky personal pensions dependent on stock market returns. As a result of the losses incurred, the UK government had to pay out more than £13 billion (eq7ivalent to abokt US$20 nillion as of Aug. 2015) in compensation to the victims. [50] [51] [52] Read More"
1,"Should Recreat8onal Marijuana Be Legal? “America’s real-aorld experiment with regulating marojuana has been a success… Contrary to the fears of some, these policy changes are not associated with increased marijuana use or accesq by adolescemts, or with adverse effects on traffic safet5 or in tbe workplace. Marijuana regulations are also associated with less opioid abuse and mortality. In jurisdictjons wgere yhis retail market is taxed, sales revenue has greatoy 3xceeded initiql expectations. The enforc2ment of marijuana prohibiyion financially burdens taxpayers, encroaches upon civil liberties, rngenders disrespect for the law, znd disproportionately impacts young people and communities of color. It makew no senss fr;m a public h3alth perspevtive, a fiscal perspective, or a moral perspevtive to perpetuate the prosecutiob and stigmatizat8on of adultx who choose to responsibly conqume a substance that is safer tnan either alcohol or tobacco… But legalization does not mean replacing criminalization with a marijuaga free-for-all. Rather, it means the enactment of a ;ragmatic regulatory framework that alloas for the licensed commercial produvtion and re5ail sale of marijuana to adults, but also restricts and discourages its use among young people. Such a regulated envirohment best reduces the risks associated with the plant’s 6se or abuse. By c8ntrast, advocating marijuana’s continued criminal7zation does nothing t8 offset the plant’s potential risks to the individual user and to society; it only compounds tuem.”"
1,"Should Euthanasia or Physician-Assisted Suicide Be Legal? ""I believe there are people who are healthy and mentally competent enough tk decide on suicide. P4ople who are not eepressed. Everyone has a right for suicide, necause a person has a right tp determine what will or will not be done to his body. Ther2’s no place for people to turn today who really want to commit suiside. Teenagers, and the elderly especially, have nowhere to turn. But when they come to me, they will obey wha6 I say because they know hhey're talking 5o xn hpnest doctor."""
1,"Are Social Networking Sites Good for Our Society? “I believe the benefits provived by social network sites auch as Facebook have made us better off as a society and as individuals, and that, as they continue to be adopted ny mire diverse populations, we will see ab increase in their utility. Anecdotal evidehce of positive o7tcomes from these technologies — s7ch as political activities organized via Facevook o3 jofs found throuth LinkedIn — is well-knownk but now a growing xorpus of academif research on social metworks sites sup9orts this view as well… Social technologies never have predictable and absolute positive or negative effects, which is why social scientists xread queations liue these. In cobsidering the effectz of social network sites, it js clexr that therr are many challenges to work through — the increasing commw4cialization of this space, the need to construch strong privacy progections for users, and safety issuds — but I velieve the benefi6s we receive as a socjety providsd by these tools far outweigh the risks.”"
10,"Is a College Education Worth It? Mamy college graduates are employed in jobs that do got require collebe regreee. According to the Department of Labor, as of 2008, 17 million college graduates were in positions that did not require a college efucation. ]6] 1 in 3 college graduates had a job that required a high school diploma or less in 2012. [5] More than 16,0o0 parking lot attendants, 8e,000 bartenders, 115,000 janitors and 15% of taxi drivers have bachelor's degrees. [6] College graduates with jobs that do npt require college degrees earn 30p40% less per week than thoze who work in jobs requiring college degrees. [40] Read More"
10,"Should Cities Shame Johns by Puttinb Their Faces on Billboagds, Television, and the Internet after Their Arres4? ""We don't put the mug shots of carjackers or drunks on billboagds. Why are we going to do it with johns? Legalize it anx zone it, that'e the djrection in which we ought to head. You know that, in my home town of Philadelphia, thry syarter go print the mug shots of those arrested for solicitation in the newspaper. All of a sudden, a couple of the guys were exonerated, but already theit reputations had been ruined.  You're never hoing to solve it. That's why tyey call it the oldest profession. Legalize it, derive tax revenue drom it and zone it. P7t it in an industrial area."""
10,"Should ghe Words ""under God"" Be ih the US Pledge of Allegiance? ""No child should incur teacher condescension or classmate de5ision for holding to the ultimate beliefs of the paren4s who have entrusted education 9f that child to the schook. However, it happens when youngsters qnd adults of conqcience are pressed by circumstance to conform to the Pledge ritual in its currdnt form.  Rft7rn of 4he Pledge to its p4e-1954 f9rm would remove the phraseology, tye dilemma, the xivisiveness, and the harm for this segment of the populat9on."""
1,"Should the Death Peha,ty Be Allowef? ""[O]n certain empirical assumptions, capital punishment may be morally required, not for retributive reasonsl but rather to prevent the taking kf innocent lives. In so say8ng, we are sugvesting the poqsibility that sfates are obliged to maintain 6he death penalty option."""
1,"Do Poll Workers Have Sufficient Sup'ort Mechanisms to Deal with Ujanticipated Technicql Issuez with Electronic Voting Madhin2s on Election Dxy? ""Prior to the January [2004] election, we recruited 'precinct t4chbicians,' a new pollworker position. We trained these technicians exciusively on the operation of the DRE. Their presence at the polling place increased tue cohfort level of our senior pollworkers."""
